ID,AGENT,TYPE,CONFIDENCE,SECURITY
3075373724,Copilot,fix,10,1
3075374115,Copilot,feat,10,0
3075374927,Copilot,fix,10,0
3075385129,Copilot,feat,9,0
3075388250,Copilot,fix,10,1
3075393765,Copilot,fix,9,0
3075394042,Copilot,feat,8,0
3075394365,Copilot,feat,9,1
3075395065,Copilot,feat,9,0
3075398355,Copilot,fix,10,0
3075417840,Copilot,feat,9,0
3075430961,Copilot,fix,9,0
3075439472,Copilot,fix,8,0
3075439833,Copilot,feat,8,0
3075440942,Copilot,feat,8,0
3075440938,Copilot,feat,8,1
3075440946,Copilot,feat,8,0
3075440948,Copilot,fix,7,0
3075440943,Copilot,feat,9,0
3075440975,Copilot,feat,8,0
3075440987,Copilot,feat,9,0
3075440983,Copilot,feat,8,0
3075441012,Copilot,test,9,0
3075441019,Copilot,feat,9,0
3075441020,Copilot,feat,8,0
3075441021,Copilot,docs,9,0
3075441024,Copilot,feat,9,0
3075441047,Copilot,feat,9,0
3075441065,Copilot,feat,9,0
3075441064,Copilot,feat,8,0
3075441053,Copilot,feat,8,0
3075441058,Copilot,feat,9,0
3075441079,Copilot,feat,9,0
3075441102,Copilot,feat,9,0
3075441105,Copilot,feat,9,0
3075441136,Copilot,feat,9,0
3075441135,Copilot,test,9,0
3075441172,Copilot,feat,9,0
3075441185,Copilot,feat,9,1
3075456505,Copilot,fix,10,1
3181433167,Copilot,feat,9,0
3181479231,Copilot,fix,9,0
3181601322,Copilot,fix,10,1
3181610291,Copilot,feat,9,0
3181655167,Copilot,feat,9,1
3181694780,Copilot,fix,10,0
3181698676,Copilot,fix,10,1
3181733090,Copilot,build,9,0
3181804523,Copilot,fix,9,0
3181913568,Copilot,docs,9,0
3182060500,Copilot,feat,10,1
3182083992,Copilot,feat,9,0
3186777284,Copilot,refactor,10,0
3186828591,Copilot,refactor,10,0
3229147936,Copilot,fix,10,0
3229189997,Copilot,refactor,10,0
3229213828,Copilot,fix,9,0
3229251226,Copilot,feat,8,0
3229348214,Copilot,feat,9,0
3229357656,Copilot,fix,9,0
3229400382,Copilot,fix,10,1
3227004326,Copilot,feat,9,1
3227075336,Copilot,fix,10,0
3227079148,Copilot,feat,9,0
3227079489,Copilot,fix,9,1
3165912628,Copilot,fix,10,0
3166043633,Copilot,feat,10,0
3166072075,Copilot,fix,9,0
3166101393,Copilot,fix,10,1
3166124429,Copilot,feat,10,1
3166129750,Copilot,fix,10,1
3166183819,Copilot,feat,9,0
3166186032,Copilot,build,9,1
3166187066,Copilot,feat,9,1
3130759153,Copilot,feat,10,1
3130784227,Copilot,fix,10,0
3130800330,Copilot,fix,9,1
3130861411,Copilot,docs,10,0
3130866014,Copilot,refactor,9,0
3130870265,Copilot,fix,10,0
3130913122,Copilot,fix,9,1
3130921190,Copilot,docs,9,0
3131064356,Copilot,fix,9,1
3131078126,Copilot,fix,10,0
3131079983,Copilot,refactor,9,0
3266749782,Copilot,feat,9,1
3266797999,Copilot,fix,10,1
3197877136,Copilot,fix,10,0
3197881886,Copilot,docs,9,0
3197896940,Copilot,ci,10,0
3197983076,Copilot,fix,10,1
3197983907,Copilot,feat,9,1
3197988976,Copilot,fix,10,1
3197989666,Copilot,ci,9,0
3198011555,Copilot,feat,9,1
3198030839,Copilot,feat,10,1
3198063528,Copilot,fix,10,1
3198187448,Copilot,feat,10,0
3198187721,Copilot,docs,10,1
3092341527,Copilot,docs,9,0
3092353300,Copilot,docs,10,0
3092376084,Copilot,feat,9,0
3092378043,Copilot,feat,9,0
3092400652,Copilot,ci,9,0
3092530279,Copilot,feat,9,0
3092547689,Copilot,fix,10,1
3245212141,Copilot,other,8,0
3245221924,Copilot,feat,10,1
3245227882,Copilot,fix,9,0
3225953715,Copilot,test,10,1
3225973402,Copilot,fix,10,0
3225979395,Copilot,docs,10,1
3225981072,Copilot,fix,10,1
3226005840,Copilot,fix,8,0
3269623715,Copilot,ci,9,0
3269654002,Copilot,test,9,0
3269655112,Copilot,chore,8,0
3269658467,Copilot,fix,10,0
3269663648,Copilot,feat,10,0
3269722535,Copilot,fix,10,1
3269759400,Copilot,refactor,9,0
3147829054,Copilot,feat,9,0
3147839431,Copilot,fix,8,0
3147840719,Copilot,test,9,0
3147844988,Copilot,fix,9,1
3147845120,Copilot,fix,9,1
3148005105,Copilot,feat,9,1
3245971848,Copilot,docs,10,1
3245984112,Copilot,feat,9,0
3201182878,Copilot,fix,10,1
3201229725,Copilot,feat,10,0
3201243330,Copilot,feat,9,0
3201249678,Copilot,ci,9,0
3201318259,Copilot,ci,9,0
3201321419,Copilot,ci,9,0
3201388775,Copilot,feat,9,0
3201497807,Copilot,feat,9,0
3201504234,Copilot,refactor,9,1
3250654992,Copilot,fix,10,0
3250744798,Copilot,feat,10,1
3250793139,Copilot,fix,10,0
3250793757,Copilot,feat,9,0
3250806060,Copilot,feat,9,0
3250809215,Copilot,fix,10,1
3250824111,Copilot,feat,10,1
3250850704,Copilot,build,9,0
3206330418,Copilot,feat,9,1
3206335904,Copilot,feat,9,0
3206340161,Copilot,fix,10,0
3206430645,Copilot,feat,9,1
3206444195,Copilot,feat,10,0
3185187902,Copilot,feat,9,1
3185190199,Copilot,feat,10,0
3185197002,Copilot,feat,9,0
3185225851,Copilot,fix,10,0
3185241769,Copilot,refactor,9,0
3185272057,Copilot,feat,9,0
3185333353,Copilot,feat,9,0
3185379935,Copilot,docs,9,0
3128638603,Copilot,fix,10,1
3128663211,Copilot,refactor,10,0
3128687696,Copilot,fix,10,0
3128687723,Copilot,fix,10,0
3135109406,Copilot,fix,8,0
3135236406,Copilot,chore,9,0
3135303315,Copilot,feat,10,0
3135307315,Copilot,docs,10,0
3135308744,Copilot,fix,10,0
3135316626,Copilot,fix,10,1
3135336110,Copilot,build,9,0
3135360314,Copilot,chore,9,0
3135363020,Copilot,fix,9,1
3135405081,Copilot,refactor,10,0
3150055351,Copilot,feat,9,1
3150091151,Copilot,feat,10,0
3150152410,Copilot,feat,10,0
3150188181,Copilot,feat,9,0
3150327302,Copilot,feat,10,0
3150387821,Copilot,docs,9,1
3150425915,Copilot,feat,9,1
3150427698,Copilot,docs,10,0
3150510293,Copilot,fix,10,1
3150623138,Copilot,refactor,9,0
3150665460,Copilot,fix,10,0
3150709470,Copilot,feat,9,0
3150761777,Copilot,refactor,9,0
3150768290,Copilot,fix,9,0
3150780897,Copilot,fix,10,1
3109908968,Copilot,fix,10,0
3109986701,Copilot,feat,9,1
3109997644,Copilot,docs,9,0
3110009700,Copilot,fix,10,1
3110219932,Copilot,fix,10,1
3110337533,Copilot,build,9,1
3110366053,Copilot,fix,10,0
3110526097,Copilot,fix,9,0
3110724431,Copilot,feat,10,0
3124026492,Copilot,refactor,9,1
3124143626,Copilot,build,9,0
3124252797,Copilot,feat,10,0
3124314563,Copilot,feat,10,0
3124355237,Copilot,feat,10,1
3124466173,Copilot,test,10,0
3124498441,Copilot,fix,9,0
3268346615,Copilot,fix,10,1
3268405610,Copilot,fix,10,0
3268453170,Copilot,refactor,9,0
3268489240,Copilot,feat,9,1
3261779776,Copilot,fix,10,0
3261852303,Copilot,fix,10,1
3261857525,Copilot,feat,10,0
3261871194,Copilot,feat,9,0
3261881244,Copilot,feat,9,0
3190739105,Copilot,fix,10,0
3190742626,Copilot,feat,10,0
3190812449,Copilot,feat,10,1
3190992971,Copilot,feat,9,0
3191173020,Copilot,fix,10,1
3216289477,Copilot,fix,10,0
3216291177,Copilot,feat,9,0
3216405361,Copilot,feat,10,0
3216407461,Copilot,test,10,1
3216426710,Copilot,fix,10,0
3216440404,Copilot,docs,10,0
3216466129,Copilot,fix,10,1
3216510215,Copilot,build,9,0
3216511780,Copilot,fix,9,0
3175254454,Copilot,fix,9,1
3175381820,Copilot,fix,9,0
3175532422,Copilot,fix,10,0
3175535650,Copilot,fix,9,0
3175558732,Copilot,feat,9,0
3175574755,Copilot,fix,10,0
3175607758,Copilot,fix,10,0
3175679559,Copilot,fix,9,0
3175721030,Copilot,feat,10,0
3175849392,Copilot,fix,10,1
3089909118,Copilot,feat,9,0
3090002746,Copilot,fix,9,0
3090023166,Copilot,fix,10,0
3090037689,Copilot,build,9,0
3090110097,Copilot,fix,10,0
3090183341,Copilot,refactor,8,0
3259381415,Copilot,feat,10,0
3259387186,Copilot,fix,10,0
3259400363,Copilot,feat,10,1
3259414954,Copilot,refactor,10,1
3259545843,Copilot,docs,10,0
3259572630,Copilot,feat,10,0
3211119439,Copilot,refactor,10,1
3211203822,Copilot,feat,9,0
3211256178,Copilot,fix,9,0
3211366985,Copilot,fix,10,1
3211406534,Copilot,docs,10,0
3179451686,Copilot,feat,9,1
3179460425,Copilot,feat,10,0
3179462117,Copilot,docs,10,0
3179467888,Copilot,test,10,1
3179515957,Copilot,feat,9,0
3179536433,Copilot,docs,9,1
3179592457,Copilot,fix,10,0
3179634710,Copilot,fix,10,1
3179664965,Copilot,feat,9,0
3179683354,Copilot,feat,9,0
3179693089,Copilot,ci,9,0
3125104127,Copilot,feat,9,0
3125168618,Copilot,feat,10,1
3125187340,Copilot,fix,10,0
3125187928,Copilot,fix,10,1
3125308183,Copilot,fix,9,0
3125342174,Copilot,fix,10,1
3125399341,Copilot,fix,10,0
3125458401,Copilot,feat,10,0
3125459043,Copilot,fix,10,0
3125485068,Copilot,feat,10,1
3125522194,Copilot,docs,10,0
3125530261,Copilot,fix,10,0
3125531606,Copilot,docs,10,0
3125567918,Copilot,fix,10,0
3125572038,Copilot,fix,9,0
3125573230,Copilot,fix,10,0
3105800222,Copilot,feat,9,0
3105811678,Copilot,refactor,10,1
3105820644,Copilot,refactor,10,1
3265287216,Copilot,feat,9,0
3265287758,Copilot,fix,10,1
3265319179,Copilot,feat,9,0
3265325494,Copilot,refactor,9,0
3265325720,Copilot,refactor,9,0
3195214066,Copilot,fix,10,0
3195268003,Copilot,docs,10,0
3195300873,Copilot,fix,10,0
3195329595,Copilot,docs,10,0
3195350059,Copilot,fix,10,1
3195365909,Copilot,fix,9,0
3195510189,Copilot,feat,9,1
3106782733,Copilot,docs,9,0
3106827361,Copilot,feat,10,0
3106934710,Copilot,feat,9,0
3107193301,Copilot,fix,10,0
3231624510,Copilot,test,9,1
3231648781,Copilot,feat,9,0
3231652557,Copilot,feat,9,0
3231681142,Copilot,feat,9,0
3231694186,Copilot,chore,9,1
3231716362,Copilot,docs,10,0
3231720206,Copilot,feat,10,0
3231788654,Copilot,feat,10,0
3121678248,Copilot,fix,9,0
3263149922,Copilot,feat,9,0
3263150786,Copilot,feat,9,0
3263151137,Copilot,feat,9,0
3263151537,Copilot,feat,9,0
3263151814,Copilot,feat,9,0
3263152067,Copilot,feat,9,0
3263152577,Copilot,feat,9,0
3263153297,Copilot,feat,9,0
3263154781,Copilot,feat,9,0
3263156715,Copilot,feat,10,1
3263180193,Copilot,fix,10,1
3263203091,Copilot,refactor,8,0
3263238496,Copilot,fix,10,1
3263262091,Copilot,fix,10,1
3263281525,Copilot,feat,9,0
3263294734,Copilot,docs,10,0
3141369441,Copilot,fix,9,0
3141381557,Copilot,feat,9,0
3141435438,Copilot,fix,10,0
3141437950,Copilot,test,8,0
3141472779,Copilot,feat,9,0
3141477809,Copilot,feat,8,0
3141571114,Copilot,refactor,9,0
3141665913,Copilot,fix,10,0
3141778993,Copilot,feat,10,1
3141802223,Copilot,feat,9,0
3209861533,Copilot,refactor,9,0
3209872688,Copilot,fix,10,1
3209876264,Copilot,fix,10,1
3209906078,Copilot,refactor,10,0
3209908129,Copilot,fix,10,0
3209908234,Copilot,refactor,10,1
3209926289,Copilot,feat,10,1
3209929940,Copilot,docs,9,0
3209933068,Copilot,fix,10,1
3209954297,Copilot,fix,10,1
3209986350,Copilot,fix,9,0
3209991607,Copilot,fix,10,1
3210012567,Copilot,fix,9,1
3210037675,Copilot,test,9,1
3210046280,Copilot,feat,10,1
3210054056,Copilot,test,9,1
3210070911,Copilot,docs,9,1
3256042727,Copilot,fix,10,0
3256164146,Copilot,feat,9,0
3256236380,Copilot,fix,10,0
3256255880,Copilot,docs,10,1
3256257821,Copilot,fix,10,0
3256278196,Copilot,feat,10,1
3256279457,Copilot,feat,9,0
3122559134,Copilot,fix,10,0
3122560804,Copilot,docs,10,0
3122563558,Copilot,docs,10,1
3122564816,Copilot,fix,10,1
3122593764,Copilot,fix,10,0
3122627357,Copilot,test,9,0
3122670904,Copilot,feat,10,1
3122685221,Copilot,fix,10,0
3122686039,Copilot,fix,10,0
3122690255,Copilot,fix,9,0
3122747306,Copilot,build,9,1
3122755362,Copilot,fix,9,0
3122792815,Copilot,fix,9,0
3122811733,Copilot,docs,9,1
3122918541,Copilot,build,9,0
3122931038,Copilot,test,9,0
3122939109,Copilot,fix,9,0
3122939346,Copilot,fix,9,0
3122947325,Copilot,feat,9,0
3122952236,Copilot,fix,10,0
3122971535,Copilot,fix,10,0
3122977468,Copilot,feat,10,0
3122978595,Copilot,fix,10,0
3122983012,Copilot,feat,10,1
3123077393,Copilot,docs,10,1
3123097719,Copilot,fix,10,0
3247693982,Copilot,feat,10,1
3247707916,Copilot,feat,9,0
3247719401,Copilot,fix,10,1
3247799753,Copilot,fix,10,0
3247852158,Copilot,fix,10,1
3247852290,Copilot,refactor,9,0
3247869356,Copilot,fix,10,0
3204756610,Copilot,fix,9,0
3204868403,Copilot,feat,10,1
3204899544,Copilot,feat,9,0
3204901505,Copilot,feat,9,1
3128551483,Copilot,fix,9,0
3128598201,Copilot,fix,10,0
3128617960,Copilot,fix,10,1
3128619351,Copilot,refactor,9,0
3095697084,Copilot,other,9,0
3095698280,Copilot,feat,9,0
3096055047,Copilot,build,9,0
3096080665,Copilot,fix,9,0
3096087546,Copilot,refactor,9,0
3096094015,Copilot,refactor,10,0
3096110760,Copilot,fix,10,0
3225420842,Copilot,refactor,9,0
3225444521,Copilot,test,10,0
3225446508,Copilot,fix,10,0
3225468380,Copilot,fix,10,1
3225483992,Copilot,fix,10,0
3225486077,Copilot,feat,10,0
3225499913,Copilot,feat,9,0
3155084033,Copilot,feat,10,0
3155309308,Copilot,refactor,9,0
3155319976,Copilot,feat,9,1
3155342154,Copilot,feat,9,0
3155405606,Copilot,feat,9,1
3262410892,Copilot,fix,9,0
3262412016,Copilot,perf,9,1
3262413873,Copilot,refactor,10,0
3262413935,Copilot,feat,10,0
3262414990,Copilot,fix,10,0
3262417340,Copilot,chore,9,0
3262417356,Copilot,refactor,9,0
3262429170,Copilot,feat,9,0
3262466495,Copilot,feat,10,1
3262490046,Copilot,refactor,9,0
3262500882,Copilot,fix,9,0
3262525188,Copilot,fix,10,0
3262537529,Copilot,ci,9,1
3262556381,Copilot,refactor,9,0
3192708224,Copilot,feat,10,1
3192716401,Copilot,fix,10,0
3192728541,Copilot,fix,10,0
3192752733,Copilot,fix,9,0
3192795499,Copilot,fix,10,0
3192880319,Copilot,docs,9,0
3192885100,Copilot,test,9,0
3192892401,Copilot,feat,9,0
3192931249,Copilot,feat,10,0
3192932539,Copilot,feat,10,1
3192936598,Copilot,fix,9,1
3192967831,Copilot,docs,10,0
3190119327,Copilot,fix,10,0
3190196520,Copilot,feat,9,0
3234708546,Copilot,refactor,9,0
3234771884,Copilot,docs,9,0
3234804067,Copilot,fix,9,0
3234816295,Copilot,feat,9,1
3234816520,Copilot,fix,10,1
3234835900,Copilot,feat,10,0
3234862868,Copilot,feat,9,0
3234973989,Copilot,feat,9,1
3234990677,Copilot,build,9,0
3220213800,Copilot,fix,10,0
3220259230,Copilot,fix,10,0
3220271126,Copilot,refactor,9,1
3220342988,Copilot,feat,10,1
3220370491,Copilot,feat,9,0
3220393301,Copilot,feat,9,0
3220396089,Copilot,feat,9,0
3220396620,Copilot,perf,9,0
3220416353,Copilot,feat,9,1
3229011182,Copilot,fix,10,0
3229017477,Copilot,fix,9,0
3229019016,Copilot,feat,9,1
3229043367,Copilot,fix,10,0
3229091071,Copilot,chore,9,0
3229102583,Copilot,fix,9,0
3276441777,Copilot,fix,10,0
3276445906,Copilot,fix,10,1
3276446456,Copilot,fix,9,0
3276457610,Copilot,fix,9,1
3276502995,Copilot,fix,10,1
3276536247,Copilot,fix,10,1
3276536919,Copilot,fix,10,1
3276548217,Copilot,feat,9,1
3276550075,Copilot,feat,9,1
3276556654,Copilot,fix,10,1
3276564126,Copilot,docs,9,1
3276590642,Copilot,fix,10,0
3276602931,Copilot,feat,10,0
3276614939,Copilot,fix,9,0
3276621072,Copilot,fix,10,1
3276622191,Copilot,fix,10,1
3083273308,Copilot,fix,10,1
3083313712,Copilot,feat,9,0
3083352446,Copilot,feat,9,0
3083360457,Copilot,feat,9,0
3083377129,Copilot,fix,10,1
3083525136,Copilot,fix,10,1
3083599513,Copilot,fix,10,1
3083673631,Copilot,fix,9,0
3083837004,Copilot,feat,9,0
3083842574,Copilot,feat,9,0
3083847622,Copilot,feat,9,1
3083854650,Copilot,refactor,9,0
3083875801,Copilot,feat,9,0
3083879418,Copilot,feat,9,1
3083905069,Copilot,fix,10,1
3083971614,Copilot,docs,10,0
3083973270,Copilot,feat,9,1
3083983210,Copilot,feat,9,0
3084021151,Copilot,build,9,0
3084035121,Copilot,feat,10,0
3252537855,Copilot,fix,10,1
3252583512,Copilot,refactor,10,1
3252598985,Copilot,fix,9,0
3252602399,Copilot,feat,9,0
3252718061,Copilot,fix,10,1
3252779862,Copilot,refactor,9,1
3252786326,Copilot,feat,9,0
3098036858,Copilot,fix,9,0
3098043137,Copilot,fix,10,0
3098043911,Copilot,fix,10,0
3207002118,Copilot,fix,10,1
3207019438,Copilot,feat,9,0
3207155296,Copilot,feat,10,1
3207158556,Copilot,feat,10,0
3117882496,Copilot,fix,10,0
3117952456,Copilot,feat,9,0
3118003836,Copilot,fix,10,0
3118009864,Copilot,fix,9,0
3118073302,Copilot,feat,9,0
3118144734,Copilot,docs,10,0
3221791587,Copilot,feat,9,0
3221802471,Copilot,fix,10,1
3221803659,Copilot,fix,10,0
3221806132,Copilot,fix,10,1
3221808149,Copilot,fix,10,1
3221817196,Copilot,fix,9,1
3221817850,Copilot,fix,10,1
3221840679,Copilot,test,10,0
3221925890,Copilot,feat,9,0
3221926992,Copilot,fix,10,0
3221937633,Copilot,feat,10,1
3221941191,Copilot,test,9,0
3222017344,Copilot,feat,9,0
3137419405,Copilot,feat,9,0
3137472031,Copilot,fix,10,0
3137499692,Copilot,test,9,0
3137635226,Copilot,fix,9,0
3137635779,Copilot,fix,9,0
3137658330,Copilot,feat,10,0
3137713389,Copilot,feat,10,0
3137739584,Copilot,feat,9,1
3137744193,Copilot,fix,10,1
3137763172,Copilot,feat,10,0
3137781396,Copilot,fix,10,0
3137892942,Copilot,perf,9,1
3137902575,Copilot,build,10,0
3267541183,Copilot,fix,9,1
3267543045,Copilot,fix,10,0
3267544341,Copilot,refactor,9,1
3267556588,Copilot,feat,9,1
3267561101,Copilot,feat,10,1
3267643074,Copilot,fix,9,0
3126061276,Copilot,fix,10,0
3126083735,Copilot,docs,10,0
3126113751,Copilot,fix,10,0
3226682414,Copilot,fix,10,1
3226713871,Copilot,test,10,0
3226722357,Copilot,docs,10,1
3112899995,Copilot,test,9,0
3113006799,Copilot,perf,9,0
3113051088,Copilot,perf,10,0
3113120635,Copilot,fix,10,1
3113138909,Copilot,chore,10,0
3113139560,Copilot,chore,10,1
3113143725,Copilot,feat,10,0
3113146895,Copilot,feat,10,1
3113149474,Copilot,feat,10,0
3113152155,Copilot,refactor,9,1
3113159486,Copilot,docs,10,0
3113159481,Copilot,feat,10,0
3113159534,Copilot,docs,10,0
3113159532,Copilot,docs,10,0
3113159496,Copilot,feat,10,0
3113175152,Copilot,fix,9,0
3113175166,Copilot,docs,10,0
3113175159,Copilot,feat,10,0
3113175195,Copilot,fix,10,0
3113180373,Copilot,feat,10,0
3113190475,Copilot,docs,10,0
3113193447,Copilot,docs,10,0
3113227677,Copilot,chore,10,1
3113268020,Copilot,fix,10,1
3113310600,Copilot,docs,10,0
3113538195,Copilot,fix,9,1
3113685869,Copilot,feat,9,0
3113703056,Copilot,fix,9,1
3113749219,Copilot,fix,10,1
3113782046,Copilot,feat,9,1
3113806629,Copilot,fix,9,0
3216541433,Copilot,fix,10,0
3216594701,Copilot,fix,10,1
3216635521,Copilot,fix,10,1
3216644188,Copilot,docs,9,0
3216646414,Copilot,fix,10,0
3149766916,Copilot,fix,10,1
3149833124,Copilot,refactor,9,0
3149839458,Copilot,fix,10,0
3149957557,Copilot,docs,9,0
3149966523,Copilot,docs,9,1
3241641326,Copilot,feat,9,0
3241643009,Copilot,ci,10,0
3241708833,Copilot,feat,9,0
3241718030,Copilot,feat,9,0
3241734959,Copilot,feat,10,1
3138944387,Copilot,chore,9,0
3138954859,Copilot,chore,9,0
3138995292,Copilot,fix,10,0
3139119573,Copilot,fix,9,0
3139234762,Copilot,feat,8,0
3139241740,Copilot,refactor,8,0
3139271869,Copilot,refactor,9,0
3139296547,Copilot,build,9,0
3139330916,Copilot,fix,10,0
3139359977,Copilot,feat,9,1
3139366455,Copilot,feat,10,1
3139377588,Copilot,build,9,1
3139488635,Copilot,test,9,0
3119439813,Copilot,fix,9,0
3119512382,Copilot,build,9,0
3119539488,Copilot,fix,10,0
3119695737,Copilot,feat,9,0
3119829512,Copilot,feat,10,0
3119837997,Copilot,feat,9,0
3119842407,Copilot,test,9,0
3119857154,Copilot,feat,9,0
3119902250,Copilot,test,9,0
3110905940,Copilot,fix,10,0
3111006731,Copilot,fix,10,0
3111015937,Copilot,feat,10,1
3111028733,Copilot,feat,9,1
3111033132,Copilot,chore,10,1
3111046542,Copilot,feat,9,0
3111223022,Copilot,fix,10,1
3111277015,Copilot,feat,9,1
3111316721,Copilot,feat,9,0
3111323650,Copilot,feat,9,0
3111325582,Copilot,fix,10,0
3111380264,Copilot,feat,9,1
3111417147,Copilot,fix,10,0
3111470132,Copilot,ci,9,0
3111511868,Copilot,refactor,9,0
3111561745,Copilot,feat,9,0
3111568498,Copilot,fix,9,0
3111576794,Copilot,feat,10,0
3111582483,Copilot,fix,10,0
3111607635,Copilot,feat,10,1
3098602377,Copilot,fix,10,0
3098739033,Copilot,fix,10,0
3098751534,Copilot,test,8,1
3098769460,Copilot,chore,8,1
3098812233,Copilot,other,8,1
3246852543,Copilot,feat,10,1
3246901490,Copilot,feat,10,1
3157577978,Copilot,feat,9,0
3157581446,Copilot,fix,9,0
3157601632,Copilot,fix,9,0
3157725479,Copilot,fix,10,0
3157756972,Copilot,feat,9,1
3157787774,Copilot,fix,10,0
3157816556,Copilot,refactor,10,0
3157821559,Copilot,test,9,0
3157844465,Copilot,feat,9,0
3157938220,Copilot,fix,9,0
3157950872,Copilot,docs,10,1
3157958459,Copilot,fix,10,0
3157968978,Copilot,feat,8,0
3158055227,Copilot,fix,10,0
3158055411,Copilot,refactor,9,0
3224869104,Copilot,fix,10,0
3224873352,Copilot,feat,9,0
3224959696,Copilot,fix,10,0
3224971113,Copilot,fix,10,0
3224995076,Copilot,feat,10,0
3165558236,Copilot,feat,9,1
3165697321,Copilot,feat,10,1
3165699507,Copilot,feat,10,0
3079886079,Copilot,docs,9,0
3079967973,Copilot,fix,9,1
3080015686,Copilot,docs,9,0
3080019917,Copilot,fix,9,0
3080023392,Copilot,fix,10,0
3080031213,Copilot,feat,9,0
3080054034,Copilot,fix,10,0
3080058343,Copilot,feat,9,0
3080107491,Copilot,fix,9,0
3080134448,Copilot,fix,10,0
3080192045,Copilot,fix,10,0
3080450775,Copilot,test,9,1
3080461166,Copilot,fix,10,0
3080501015,Copilot,docs,10,0
3080590755,Copilot,refactor,9,0
3080605142,Copilot,feat,9,0
3080647423,Copilot,fix,10,1
3080686694,Copilot,fix,10,1
3212422037,Copilot,test,9,0
3212546999,Copilot,feat,9,1
3212617082,Copilot,feat,10,1
3212619187,Copilot,feat,9,1
3212624274,Copilot,feat,10,0
3212626331,Copilot,feat,10,0
3264692597,Copilot,feat,10,0
3264874728,Copilot,feat,9,1
3105590060,Copilot,fix,8,1
3105594201,Copilot,feat,9,0
3105623446,Copilot,feat,9,1
3105625889,Copilot,feat,10,0
3105627584,Copilot,fix,10,0
3105630972,Copilot,fix,10,1
3105664779,Copilot,fix,9,0
3230657224,Copilot,fix,10,0
3230682144,Copilot,feat,10,1
3102363614,Copilot,feat,9,1
3102514199,Copilot,fix,10,0
3102520484,Copilot,fix,10,0
3102679471,Copilot,feat,9,1
3102790603,Copilot,fix,9,0
3102876964,Copilot,fix,10,0
3102916972,Copilot,fix,10,1
3102987892,Copilot,refactor,9,1
3103083526,Copilot,fix,10,0
3103129117,Copilot,fix,10,0
3103300290,Copilot,refactor,8,0
3103303265,Copilot,fix,9,0
3103354228,Copilot,fix,10,1
3103364279,Copilot,feat,9,0
3103386463,Copilot,fix,10,0
3151697572,Copilot,feat,9,1
3151712669,Copilot,fix,10,0
3151753047,Copilot,feat,9,1
3151766741,Copilot,docs,9,0
3151837966,Copilot,feat,10,1
3075216235,Copilot,feat,9,0
3075221618,Copilot,fix,10,0
3075225211,Copilot,feat,9,0
3075242171,Copilot,docs,9,0
3075243153,Copilot,feat,10,0
3075246426,Copilot,feat,10,1
3099470459,Copilot,feat,10,1
3099589132,Copilot,fix,9,0
3099639511,Copilot,feat,9,1
3099658013,Copilot,feat,9,0
3099661590,Copilot,chore,9,0
3099796157,Copilot,feat,9,1
3099915069,Copilot,feat,9,0
3100043959,Copilot,docs,10,0
3100226241,Copilot,feat,9,0
3100232240,Copilot,fix,9,0
3100269507,Copilot,refactor,9,1
3100297109,Copilot,fix,9,0
3117569956,Copilot,fix,9,1
3258104755,Copilot,fix,9,0
3258115779,Copilot,feat,10,0
3258259137,Copilot,feat,9,0
3258263581,Copilot,feat,9,0
3258264488,Copilot,feat,9,0
3090228123,Copilot,fix,9,0
3090353282,Copilot,feat,9,0
3090353384,Copilot,fix,9,0
3090455062,Copilot,fix,9,1
3090482540,Copilot,fix,9,0
3090570894,Copilot,feat,9,0
3212978749,Copilot,fix,10,1
3212983432,Copilot,docs,10,1
3213009297,Copilot,revert,10,1
3213015867,Copilot,fix,10,0
3213041896,Copilot,feat,10,0
3213044317,Copilot,feat,9,0
3213048977,Copilot,feat,10,0
3213049909,Copilot,fix,10,0
3213063461,Copilot,feat,9,0
3213092067,Copilot,feat,9,0
3131780712,Copilot,feat,9,1
3131807339,Copilot,fix,9,0
3131807340,Copilot,fix,9,0
3131807343,Copilot,feat,9,0
3131807380,Copilot,feat,8,0
3131807383,Copilot,fix,9,0
3131807388,Copilot,fix,9,0
3131807379,Copilot,test,9,0
3131807378,Copilot,feat,8,0
3131807386,Copilot,fix,9,0
3131807508,Copilot,refactor,9,0
3131824435,Copilot,feat,10,0
3131854557,Copilot,fix,10,1
3132059214,Copilot,feat,10,1
3132070024,Copilot,fix,9,0
3132070315,Copilot,fix,10,0
3132095088,Copilot,feat,10,1
3132108510,Copilot,feat,10,0
3132109322,Copilot,feat,9,0
3132111830,Copilot,fix,10,0
3132160698,Copilot,fix,10,0
3132171150,Copilot,feat,9,1
3245471319,Copilot,fix,10,1
3126455905,Copilot,fix,10,0
3126630055,Copilot,fix,10,0
3126639142,Copilot,feat,9,0
3272249767,Copilot,fix,9,0
3272280508,Copilot,build,9,0
3272287928,Copilot,fix,10,1
3272295951,Copilot,fix,10,1
3272323130,Copilot,fix,9,1
3272335041,Copilot,feat,10,0
3272347619,Copilot,feat,10,0
3272352206,Copilot,feat,10,0
3272353154,Copilot,feat,10,1
3272358912,Copilot,feat,9,0
3272402817,Copilot,feat,10,0
3272405225,Copilot,feat,9,0
3272442466,Copilot,feat,9,1
3272467918,Copilot,chore,10,1
3186207049,Copilot,feat,9,0
3186218830,Copilot,fix,10,0
3186281968,Copilot,feat,9,1
